customer_id,Recency,Frequency,Monetary,ComplaintCnt,Tenure,AvgOrder,Segment_D4,cluster,cluster_name,Churn,churn_probability,churn,risk_level
C0577,351,1,30645,1,1483,30645,G8 Lost,1,沉睡客戶,0,0.9742,1,High
C0578,35,10,48040,0,1774,4804,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0579,13,9,22927,0,1320,2547,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0580,22,5,153043,1,1932,30609,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0581,1,14,16946,0,1985,1210,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0582,36,5,49107,0,592,9821,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0583,74,5,41496,0,2288,8299,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0584,36,6,14915,1,1496,2486,G8 Lost,0,穩定中段,0,0.0,0,Low
C0585,67,6,18086,2,1739,3014,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0586,30,13,49646,1,1865,3819,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0587,66,7,26940,0,2241,3849,G6 At Risk,2,VIP 高頻高額,0,0.0,0,Low
C0588,32,5,30843,0,921,6169,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0589,46,1,7745,0,50,7745,G8 Lost,0,穩定中段,0,0.0,0,Low
C0590,87,6,38530,1,569,6422,G6 At Risk,3,流失高風險,0,0.0273,0,Low
C0591,198,0,29766,0,2898,0,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0592,24,6,23278,0,691,3880,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C0593,155,4,31339,2,770,7835,G8 Lost,3,流失高風險,0,0.8706,1,High
C0594,225,3,18280,0,2578,6093,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0595,41,1,16085,0,730,16085,G8 Lost,0,穩定中段,0,0.0,0,Low
C0596,32,5,20551,1,1409,4110,G8 Lost,0,穩定中段,0,0.0,0,Low
C0597,341,1,17590,0,1130,17590,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0598,83,5,112013,0,1993,22403,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0599,144,2,46088,1,1795,23044,G3 Big Spenders,3,流失高風險,1,0.4403,0,Medium
C0600,189,1,12358,0,1559,12358,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0601,36,4,101256,0,1519,25314,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0602,66,4,17980,1,2507,4495,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C0603,40,8,24850,0,1756,3106,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0604,131,5,45624,0,1540,9125,G8 Lost,3,流失高風險,0,0.0,0,Low
C0605,26,8,6130,0,2665,766,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0606,1,8,20621,2,307,2578,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0607,297,0,16296,1,2505,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0608,47,6,28101,0,618,4684,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0609,124,3,31541,1,1015,10514,G7 Hibernating,3,流失高風險,0,0.8762,1,High
C0610,182,4,23061,1,69,5765,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0611,70,5,22325,0,1726,4465,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0612,22,9,51307,1,2499,5701,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0613,29,10,30063,0,1163,3006,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0614,4,10,25059,1,1999,2506,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0615,107,1,26998,0,1197,26998,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0616,53,8,88003,0,2284,11000,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0617,124,5,27471,0,2995,5494,G6 At Risk,3,流失高風險,0,0.4785,0,Medium
C0618,109,3,16982,0,2153,5661,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0619,2,8,6398,0,1040,800,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0620,79,1,8922,0,2478,8922,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0621,7,12,17555,0,142,1463,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0622,3,10,22565,2,2961,2256,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0623,51,5,16499,3,2523,3300,G8 Lost,0,穩定中段,1,0.4523,0,Medium
C0624,27,5,31126,0,1970,6225,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0625,71,1,16351,0,1873,16351,G7 Hibernating,0,穩定中段,1,0.5553,1,Medium
C0626,147,1,12834,2,779,12834,G8 Lost,1,沉睡客戶,1,0.8762,1,High
C0627,25,10,37378,1,1311,3738,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0628,42,4,63486,0,331,15872,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0629,0,11,11215,1,1036,1020,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0630,10,7,28871,2,1781,4124,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0631,306,3,6416,1,1105,2139,G8 Lost,1,沉睡客戶,0,0.9742,1,High
C0632,1,4,8672,1,2319,2168,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0633,47,7,16121,0,2563,2303,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0634,45,7,53876,0,1697,7697,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0635,4,12,14114,0,1042,1176,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0636,117,1,13749,0,931,13749,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0637,65,6,24966,0,1653,4161,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0638,327,1,24983,1,2167,24983,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0639,7,10,14050,2,406,1405,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0640,63,1,97768,1,1360,97768,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0641,134,3,20216,1,1338,6739,G8 Lost,1,沉睡客戶,0,0.8762,1,High
C0642,137,4,26358,0,881,6590,G8 Lost,3,流失高風險,0,0.0,0,Low
C0643,30,4,18375,0,736,4594,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0644,310,1,33123,0,2528,33123,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0645,15,13,57784,0,1314,4445,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0646,29,4,78008,1,1742,19502,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0647,63,5,14277,0,143,2855,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C0648,212,0,52604,0,871,0,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0649,1,8,35767,0,694,4471,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0650,2,8,48155,0,1005,6019,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0651,28,11,22827,0,2529,2075,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0652,68,4,21356,0,1727,5339,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C0653,42,7,46864,2,2709,6695,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0654,9,4,47490,0,1286,11872,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0655,73,5,72839,1,2316,14568,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0656,152,2,27973,1,506,13986,G8 Lost,1,沉睡客戶,0,0.4403,0,Medium
C0657,194,1,22588,0,2451,22588,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0658,29,16,4351,0,1843,272,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0659,27,12,7880,1,145,657,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0660,16,4,18472,1,2076,4618,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0661,19,9,11263,0,1453,1251,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0662,16,9,43040,0,30,4782,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0663,162,0,9730,1,2545,0,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0664,364,0,17139,2,1624,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0665,15,6,17616,2,1831,2936,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0666,98,5,56575,1,1744,11315,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0667,17,12,15903,1,299,1325,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0668,12,12,33413,2,1016,2784,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0669,70,3,27917,0,2114,9306,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0670,23,7,45812,1,1036,6545,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0671,64,6,44141,2,2668,7357,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0672,52,6,23780,0,973,3963,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0673,52,2,7425,0,1394,3712,G8 Lost,0,穩定中段,1,0.5553,1,Medium
C0674,16,9,20698,0,1352,2300,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0675,136,1,24005,2,86,24005,G8 Lost,1,沉睡客戶,0,0.4403,0,Medium
C0676,323,1,29739,2,2441,29739,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0677,61,6,14526,2,432,2421,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0678,55,4,54102,0,1423,13526,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0679,27,14,24576,0,2726,1755,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0680,277,0,12780,1,2981,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0681,33,7,17663,0,713,2523,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0682,8,6,93899,1,1147,15650,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0683,16,10,38757,2,1710,3876,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0684,300,0,50712,0,2106,0,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0685,49,8,11742,1,772,1468,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0686,5,10,15030,0,1660,1503,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0687,4,8,15108,1,2507,1888,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0688,10,11,27697,0,2293,2518,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0689,294,1,21551,2,2471,21551,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0690,8,11,17281,0,2668,1571,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0691,59,4,18867,2,2588,4717,G7 Hibernating,0,穩定中段,0,0.4523,0,Medium
C0692,35,8,13963,0,1549,1745,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0693,230,0,21464,1,2923,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0694,154,2,53064,0,1498,26532,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0695,32,5,8441,0,2137,1688,G8 Lost,0,穩定中段,0,0.0,0,Low
C0696,29,4,31025,0,2829,7756,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0697,5,4,63963,0,158,15991,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0698,74,6,21413,0,2802,3569,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0699,159,0,16811,1,2470,0,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0700,30,5,46489,0,2991,9298,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0701,71,5,12223,0,2325,2445,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0702,1,11,23959,1,494,2178,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0703,332,2,11756,1,926,5878,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0704,5,12,6574,1,40,548,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0705,68,5,21886,0,1835,4377,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0706,330,0,10053,1,1328,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0707,15,6,24145,0,1439,4024,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0708,18,6,53131,0,2208,8855,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0709,48,9,89141,0,2466,9905,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0710,3,7,25990,0,246,3713,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0711,165,2,49685,1,2753,24842,G3 Big Spenders,1,沉睡客戶,1,0.8706,1,High
C0712,11,6,32186,0,1139,5364,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0713,120,2,18617,2,2263,9308,G7 Hibernating,1,沉睡客戶,1,0.8762,1,High
C0714,76,11,6327,1,1756,575,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0715,22,9,76004,1,1347,8445,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0716,4,7,11680,1,661,1669,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0717,26,10,64083,0,593,6408,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0718,9,9,35446,0,2201,3938,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0719,0,9,12293,0,984,1366,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0720,5,10,30285,0,711,3028,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0721,54,12,108341,1,47,9028,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0722,0,9,71322,1,2526,7925,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0723,267,2,17002,2,1204,8501,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0724,32,4,14789,1,1064,3697,G8 Lost,0,穩定中段,0,0.0,0,Low
C0725,13,7,26112,0,1134,3730,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0726,36,6,21680,0,1807,3613,G8 Lost,0,穩定中段,0,0.0,0,Low
C0727,82,2,56377,1,1461,28188,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0728,28,6,40852,0,1646,6809,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0729,26,8,7446,0,855,931,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0730,7,12,33559,0,910,2797,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0731,28,12,21475,1,2592,1790,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0732,104,1,24984,1,1334,24984,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0733,207,1,28977,2,2919,28977,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0734,33,6,56337,1,2542,9390,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0735,129,2,48265,0,2143,24132,G3 Big Spenders,3,流失高風險,0,0.4785,0,Medium
C0736,18,11,14403,0,1658,1309,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0737,2,11,23364,0,2517,2124,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0738,95,5,17784,2,195,3557,G6 At Risk,0,穩定中段,0,0.4523,0,Medium
C0739,31,6,7500,0,1512,1250,G8 Lost,0,穩定中段,0,0.0,0,Low
C0740,6,12,22549,0,2147,1879,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0741,4,13,88550,1,351,6812,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0742,30,7,7343,0,571,1049,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0743,150,2,23936,0,223,11968,G8 Lost,1,沉睡客戶,0,0.0,0,Low
C0744,1,12,23405,0,1473,1950,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0745,166,1,29775,1,1638,29775,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0746,201,4,12408,1,1421,3102,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0747,8,4,8977,1,193,2244,G4 New/Promising,0,穩定中段,0,0.0273,0,Low
C0748,45,6,9274,0,1474,1546,G8 Lost,0,穩定中段,0,0.0,0,Low
C0749,3,13,61800,0,2667,4754,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0750,86,7,12236,1,122,1748,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C0751,113,4,17159,1,2334,4290,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C0752,225,0,106217,1,838,0,G3 Big Spenders,1,沉睡客戶,0,0.9742,1,High
C0753,0,8,14560,0,252,1820,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0754,10,3,30936,0,180,10312,G4 New/Promising,3,流失高風險,0,0.0,0,Low
C0755,33,6,51260,0,67,8543,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0756,3,8,49563,0,1262,6195,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0757,185,3,9584,1,1508,3195,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0758,151,1,14774,2,1875,14774,G8 Lost,1,沉睡客戶,0,0.4403,0,Medium
C0759,137,1,350310,0,271,350310,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0760,90,7,93931,1,1972,13419,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0761,93,3,14285,0,2227,4762,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0762,34,7,17231,0,221,2462,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0763,22,5,32653,0,2035,6531,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0764,90,4,37562,2,383,9390,G7 Hibernating,3,流失高風險,0,0.4523,0,Medium
C0765,27,7,39190,0,1334,5599,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0766,112,4,13461,2,1994,3365,G7 Hibernating,0,穩定中段,0,0.4523,0,Medium
C0767,45,5,16774,0,2616,3355,G8 Lost,0,穩定中段,0,0.0,0,Low
C0768,134,5,28307,0,1607,5661,G8 Lost,3,流失高風險,0,0.0,0,Low
C0769,344,0,58901,1,1323,0,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C0770,15,8,20600,0,2505,2575,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0771,196,2,23966,2,672,11983,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0772,0,14,11871,0,639,848,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0773,14,12,89703,0,1415,7475,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0774,1,10,27119,0,387,2712,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0775,11,10,51763,0,96,5176,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0776,149,3,24858,0,1105,8286,G8 Lost,1,沉睡客戶,0,0.0,0,Low
C0777,111,2,25840,0,482,12920,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0778,108,3,8517,2,1922,2839,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0779,18,13,5402,0,1659,416,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0780,134,3,58474,0,1473,19491,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0781,361,1,769936,4,1504,769936,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C0782,2,7,28127,0,322,4018,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0783,12,11,10154,0,1225,923,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0784,49,6,12937,0,241,2156,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0785,8,6,51206,0,1084,8534,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0786,5,12,82298,0,2042,6858,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0787,356,1,15758,0,2959,15758,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0788,0,10,38950,0,911,3895,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0789,155,3,27806,2,814,9269,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0790,88,3,22373,1,2018,7458,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0791,16,5,88998,0,2756,17800,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0792,121,7,17725,0,905,2532,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0793,295,0,58017,0,2519,0,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0794,52,7,31793,1,964,4542,G2 Loyal,3,流失高風險,0,0.0273,0,Low
C0795,19,12,24057,0,1928,2005,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0796,267,0,63603,0,653,0,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0797,289,1,29825,2,808,29825,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0798,144,3,22754,1,2951,7585,G8 Lost,1,沉睡客戶,0,0.8762,1,High
C0799,5,8,63934,1,1185,7992,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0800,9,8,58366,0,77,7296,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0801,35,7,56465,0,2323,8066,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0802,2,8,2500,1,407,312,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0803,49,6,33128,0,358,5521,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0804,3,7,28240,1,2513,4034,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0805,9,5,23756,0,1065,4751,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0806,4,7,37304,0,440,5329,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0807,105,5,29214,0,2927,5843,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0808,161,1,39123,0,863,39123,G8 Lost,1,沉睡客戶,0,0.2923,0,Low
C0809,166,1,20180,0,1909,20180,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0810,53,6,69475,0,810,11579,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0811,13,9,41993,0,1755,4666,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0812,51,9,35588,1,2100,3954,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0813,53,3,34392,1,2280,11464,G8 Lost,3,流失高風險,1,0.5553,1,Medium
C0814,64,3,54726,0,1251,18242,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0815,72,3,49771,0,1859,16590,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0816,75,2,22495,0,2526,11248,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0817,1,7,48689,0,2525,6956,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0818,53,3,27497,0,2249,9166,G8 Lost,3,流失高風險,0,0.5553,1,Medium
C0819,44,2,93139,2,1216,46570,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0820,93,1,52492,1,1607,52492,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0821,6,7,15710,0,2903,2244,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0822,51,5,124430,0,769,24886,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0823,139,3,5589,3,2086,1863,G8 Lost,0,穩定中段,1,0.8762,1,High
C0824,30,5,38031,0,2383,7606,G8 Lost,3,流失高風險,0,0.0,0,Low
C0825,7,13,14952,2,1458,1150,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0826,268,0,90901,2,2601,0,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C0827,32,5,29056,2,1301,5811,G8 Lost,3,流失高風險,0,0.4523,0,Medium
C0828,5,8,13965,0,2513,1746,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0829,336,3,20200,0,1943,6733,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0830,42,6,14768,3,183,2461,G8 Lost,0,穩定中段,0,0.0,0,Low
C0831,362,1,19652,2,2475,19652,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0832,285,1,19340,0,2102,19340,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0833,84,8,346196,0,690,43274,G6 At Risk,3,流失高風險,0,0.0273,0,Low
C0834,70,4,29409,0,2120,7352,G7 Hibernating,3,流失高風險,0,0.0,0,Low
C0835,294,0,32012,2,1549,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0836,51,4,12120,1,2830,3030,G8 Lost,0,穩定中段,0,0.0,0,Low
C0837,361,0,7625,1,934,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0838,31,21,30263,1,812,1441,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0839,66,3,35325,0,203,11775,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0840,15,7,40585,0,2365,5798,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0841,286,0,35804,0,2956,0,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0842,97,5,73196,0,2076,14639,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0843,25,7,48920,0,1126,6989,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0844,32,8,158876,0,2639,19860,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0845,16,7,213300,1,782,30471,G1 VIP(Champions),3,流失高風險,0,0.0273,0,Low
C0846,130,1,7111,0,2089,7111,G8 Lost,0,穩定中段,1,0.4785,0,Medium
C0847,16,8,5229,0,1803,654,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0848,3,5,24217,0,2561,4843,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0849,90,5,34647,0,2916,6929,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0850,8,9,23084,0,1097,2565,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0851,17,9,39835,0,313,4426,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0852,87,6,20147,0,498,3358,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C0853,49,8,14976,0,2225,1872,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0854,39,5,16647,0,1109,3329,G8 Lost,0,穩定中段,0,0.0,0,Low
C0855,98,3,21160,1,445,7053,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0856,8,7,43935,1,2450,6276,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0857,30,8,17314,0,1956,2164,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0858,28,7,19885,0,421,2841,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0859,157,4,36285,1,2148,9071,G8 Lost,3,流失高風險,0,0.8706,1,High
C0860,78,3,21181,0,1924,7060,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0861,10,12,53194,1,2954,4433,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0862,8,12,12789,0,2963,1066,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0863,332,1,10988,1,2926,10988,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0864,10,5,30129,1,2688,6026,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0865,21,16,32306,0,2386,2019,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
